kol_id,influence_potential_score,rank
d7f116e3-475e-47de-b1e8-13625ad7a870,21.054985961898165,1
9cdc7270-3dcb-466f-8139-bbb6797f091b,13.991130922435055,2
4699feb3-f82f-4fed-9f50-197ba835840e,13.611901853915963,3
ed075f32-aef2-45a1-b30f-4590cd6f0baf,13.528025184446278,4
2700eb0b-7817-4b9e-a9c2-4278e5e597fd,13.080497731412546,5
5c12cdc9-9ff5-44b9-abf4-248535e5c139,12.4728205404976,6
069ebe9c-399e-4e28-a751-3735b816a1ca,11.785946284004794,7
d555dacd-c315-422c-92a0-f0a43582de9a,11.76157216089338,8
2f53441f-b1f2-488d-93b9-5088ea048a6e,11.481219460038151,9
0cfb3ce1-162b-4e1a-94ba-f2a8e9f20cd1,11.449024679683268,10
20d1a1b3-9ffd-432c-8aef-b14029e6e2e4,11.212016688942256,11
3e2fe2fe-f127-4105-9235-5b5cb3753554,11.130575691605445,12
1dc4947d-ba71-4a11-aeaf-e3063df5f5d8,11.080580380649634,13
1e8bfe0e-b45b-4de7-9d23-6dff03ec4add,10.918323273809602,14
9dde8e73-accf-4a73-bed4-5d909bdc5b7a,10.788676377232099,15
b7b4b3e0-9137-4200-b5a5-f78523e977dd,10.698486250743924,16
286e13d2-bdcb-4b3f-8e9a-fea52b45eef1,10.642014225317517,17
1394cfac-55a3-42e5-a9fa-101b6573c7b7,10.315250530680585,18
9f68ac47-21c4-461d-841e-07c004269ae7,10.255912883216437,19
abbf9fb2-8099-435c-801a-a3f6fe82a4b5,10.241999054602596,20
042e7f35-0881-4213-8934-6f0cc15e4186,10.17439067207583,21
3843ea18-6dfa-476c-aa45-ad917e7b4caf,10.06310669267005,22
c82d7753-c088-4d4a-a51c-4b5ab35ef9eb,9.936428258431055,23
6ee2b94d-5a00-4314-82dc-3773e2cb11f3,9.691030247415275,24
99ba30d7-8328-4dcf-a2d2-f957509a41f5,9.66677395695104,25
e665f4b4-62b3-4feb-be67-d66c1a880b49,9.656902510881043,26
7974701f-aa05-4aaa-a081-aed583150625,9.53243344291115,27
32aac458-28a9-4354-b63a-af49bf4eb562,9.210580101300403,28
fa9ec7da-3608-495f-a6bb-d9dab846a7a5,9.065740701267075,29
ad94edde-9f03-4daf-a415-b36758a52aaf,9.06355310679321,30
e1e4b004-49ae-48dd-8971-049c498d0569,9.055164197385459,31
f68b04a2-41c0-4567-9c16-1e3bd2d993ce,9.01400037423213,32
0ef4afe9-f379-47ab-948c-6cd335f4880d,8.939844728004122,33
61248c7b-6c8b-41a2-b982-97282108be3d,8.913546185850043,34
6dfa49a3-0c7c-4c94-b038-fc74b8dc17d4,8.825706790734205,35
7cd8ec6c-3fe7-4718-91df-589228decf67,8.800799521292298,36
0e813581-d9a4-4f7e-9aad-8185a284fa13,8.74477046527733,37
7337474b-a26e-49bb-ad39-190e6372de15,8.568897508289238,38
7c2ab22a-e22c-4059-b23b-ff739e44abff,8.4909030469238,39
1ae23881-cce8-47e7-913f-1e0b553a9cbc,8.489220456229395,40
23f99692-fa0d-40e7-a1b6-3fa2926d2860,8.479991211733847,41
77a58e57-28c9-4e8a-ab45-4eea9b9032ce,8.393829837704574,42
6e3f6374-afc0-4645-b455-5f3e44bffbe7,8.379199365761457,43
c75a504d-efd1-4f83-9078-52d621485ee0,8.363810490012478,44
4c72d819-9472-4497-ac13-acf1b40149e6,8.3480851753685,45
0d6eee53-f296-4903-a993-1eb4028faff9,8.33320824572214,46
c9d7a634-efde-4c77-b345-51dd4825a7f6,8.323527110287703,47
9514c7f8-cf0d-4229-806f-e93b8495a806,8.265193133827767,48
fc2382dd-4e3b-4cfe-a476-fdf069a427b5,8.237644547818045,49
bf491907-8254-4ada-a140-7a8154ff26bd,8.062407162817932,50
31e4d2ea-8bc7-4c76-95cc-0f6c36bfc578,8.032040016424652,51
632fbe64-02f4-4e1e-b498-e9b1ff5039bd,8.02991969287182,52
5e47e747-8a68-4cf4-931d-96fb227bf93e,7.971202412497357,53
d2bc3caa-7ab3-4cf0-ae74-46d079bf7540,7.96101221339629,54
7e418cc6-f71a-4605-aa78-cbf28fc552e0,7.873550822664551,55
d4a1ac46-3432-4ea9-be46-e0bc3d7a3339,7.872924576300339,56
36cf539d-d19e-4cba-8998-3a29a3f6580d,7.851223805810868,57
8b07960e-eeff-4d40-a578-62dc38ca4373,7.848285814420881,58
dc5b0f0b-c114-4a5e-88a6-2954994f3f6d,7.804606359720685,59
051ffe64-4063-46fe-8f62-c15d22360737,7.7851724004176726,60
ba6c78ec-28fd-4094-add9-372578f2d8a8,7.77942620942808,61
e5ad57e6-aaa4-4317-8829-46acadfb1665,7.763997809870752,62
aab7848a-be88-47e3-b8d0-65ee1013cfa1,7.752804284006152,63
a7f312aa-14e8-4690-8010-e26fe681d914,7.747123326191597,64
ca31995c-01f3-4133-a82f-cdc1918da7db,7.734146904212298,65
9e2f2b87-3aa1-4158-9cd6-43761f23154e,7.70766740970351,66
